instance,alg,candName,targName,conf,realConf
o1012o301,exact,manual,hasauthortest,0.0,0.0
o1012o301,exact,manual,inproceedings,0.0,0.0
o1012o301,exact,manual,hasmrnumber,0.0,0.0
o1012o301,exact,manual,inbook,0.0,0.0
o1012o301,exact,manual,hastype,0.0,0.0
o1012o301,exact,manual,hasauthor,0.0,0.0
o1012o301,exact,manual,hastype,0.0,0.0
o1012o301,exact,manual,haschapter,0.0,0.0
o1012o301,exact,manual,hasauthor,0.0,0.0
o1012o301,exact,manual,hasaddress,0.0,0.0
o1012o301,exact,manual,haslccn,0.0,0.0
o1012o301,exact,manual,conference,0.0,0.0
o1012o301,exact,manual,hasabstract,0.0,0.0
o1012o301,exact,manual,hastitle,0.0,0.0
o1012o301,exact,manual,hasmonth,0.0,0.0
o1012o301,exact,manual,article,0.0,0.0
o1012o301,exact,manual,hascrossref,0.0,0.0
o1012o301,exact,manual,incollection,0.0,0.0
o1012o301,exact,manual,hasbooktitle,0.0,0.0
o1012o301,exact,manual,haseditor,0.0,0.0
o1012o301,exact,manual,manual,0.0,0.0
o1012o301,exact,manual,hasannotation,0.0,0.0
o1012o301,exact,manual,phdthesis,0.0,0.0
o1012o301,exact,manual,hasurl,0.0,0.0
o1012o301,exact,manual,mastersthesis,0.0,0.0
o1012o301,exact,manual,haspages,0.0,0.0
o1012o301,exact,manual,haseditor,0.0,0.0
o1012o301,exact,manual,entry,0.0,0.0
o1012o301,exact,manual,humancreator,0.0,0.0
o1012o301,exact,manual,booklet,0.0,0.0
o1012o301,exact,manual,hasvolume,0.0,0.0
o1012o301,exact,manual,hascontents,0.0,0.0
o1012o301,exact,manual,article,0.0,0.0
o1012o301,exact,manual,hasschool,0.0,0.0
o1012o301,exact,manual,hasvolume,0.0,0.0
o1012o301,exact,manual,hascontents,0.0,0.0
o1012o301,exact,manual,techreport,0.0,0.0
o1012o301,exact,manual,haskeywords,0.0,0.0
o1012o301,exact,manual,hassize,0.0,0.0
o1012o301,exact,manual,hastitle,0.0,0.0
o1012o301,exact,manual,hasmonth,0.0,0.0
o1012o301,exact,manual,haschapter,0.0,0.0
o1012o301,exact,manual,book,0.0,0.0
o1012o301,exact,manual,mastersthesis,0.0,0.0
o1012o301,exact,manual,unpublished,0.0,0.0
o1012o301,exact,manual,haspages,0.0,0.0
o1012o301,exact,manual,hasnote,0.0,0.0
o1012o301,exact,manual,hasedition,0.0,0.0
o1012o301,exact,manual,pageand/orchapterdata,0.0,0.0
o1012o301,exact,manual,hasschool,0.0,0.0
o1012o301,exact,manual,hasbooktitle,0.0,0.0
o1012o301,exact,manual,hasaffiliation,0.0,0.0
o1012o301,exact,manual,incollection,0.0,0.0
o1012o301,exact,manual,hasabstract,0.0,0.0
o1012o301,exact,manual,haspublisher,0.0,0.0
o1012o301,exact,manual,entry,0.0,0.0
o1012o301,exact,misc,hasyear,0.0,0.0
o1012o301,exact,misc,misc,0.0,0.0
o1012o301,exact,misc,hasnote,0.0,0.0
o1012o301,exact,misc,hasmrnumber,0.0,0.0
o1012o301,exact,misc,hasissn,0.0,0.0
o1012o301,exact,misc,haskey,0.0,0.0
o1012o301,exact,misc,hasseries,0.0,0.0
o1012o301,exact,misc,pagechapterdata,0.0,0.0
o1012o301,exact,misc,hasnumber,0.0,0.0
o1012o301,exact,misc,manual,0.0,0.0
o1012o301,exact,misc,hasseries,0.0,0.0
o1012o301,exact,misc,hasurl,0.0,0.0
o1012o301,exact,misc,misc,0.0,0.0
o1012o301,exact,misc,hasyear,0.0,0.0
o1012o301,exact,misc,unpublished,0.0,0.0
o1012o301,exact,misc,howpublished,0.0,0.0
o1012o301,exact,misc,hasannotation,0.0,0.0
o1012o301,exact,misc,haslocation,0.0,0.0
o1012o301,exact,misc,book,0.0,0.0
o1012o301,exact,misc,haskey,0.0,0.0
o1012o301,exact,misc,techreport,0.0,0.0
o1012o301,exact,misc,proceedings,0.0,0.0
o1012o301,exact,misc,hasnumber,0.0,0.0
o1012o301,exact,misc,hasprice,0.0,0.0
o1012o301,exact,misc,hasinstitution,0.0,0.0
o1012o301,exact,misc,hasaddress,0.0,0.0
o1012o301,exact,misc,inproceedings,0.0,0.0
o1012o301,exact,misc,hasjournal,0.0,0.0
o1012o301,exact,misc,haspublisher,0.0,0.0
o1012o301,exact,misc,hasisbn,0.0,0.0
o1012o301,exact,misc,proceedings,0.0,0.0
o1012o301,exact,misc,booklet,0.0,0.0
o1012o301,exact,misc,hasorganization,0.0,0.0
o1012o301,exact,misc,hascopyright,0.0,0.0
o1012o301,exact,misc,hasedition,0.0,0.0
o1012o301,exact,misc,inbook,0.0,0.0
o1012o301,exact,misc,phdthesis,0.0,0.0
o1012o301,exact,misc,haslanguage,0.0,0.0
o1012o301,exact,misc,haskeywords,0.0,0.0
o1012o301,exact,misc,hascopyright,0.0,0.0
o1012o301,exact,misc,hasaffiliation,0.0,0.0
o1012o301,exact,misc,hasinstitution,0.0,0.0
o1012o301,exact,misc,hassize,0.0,0.0
o1012o301,exact,misc,humancreator,0.0,0.0
o1012o301,exact,misc,haslccn,0.0,0.0
o1012o301,exact,misc,howpublished,0.0,0.0
o1012o301,exact,misc,hasorganization,0.0,0.0
o1012o301,exact,misc,hasisbn,0.0,0.0
o1012o301,exact,misc,hasjournal,0.0,0.0
o1012o301,exact,misc,hasissn,0.0,0.0
o1012o301,exact,misc,hasprice,0.0,0.0
o1012o301,exact,misc,haslocation,0.0,0.0
o1012o301,exact,misc,hasauthortest,0.0,0.0
o1012o301,exact,misc,inproceedings,0.0,0.0
o1012o301,exact,misc,hasmrnumber,0.0,0.0
o1012o301,exact,misc,inbook,0.0,0.0
o1012o301,exact,misc,hastype,0.0,0.0
o1012o301,exact,misc,hasauthor,0.0,0.0
o1012o301,exact,misc,hastype,0.0,0.0
o1012o301,exact,misc,haschapter,0.0,0.0
o1012o301,exact,misc,hasauthor,0.0,0.0
o1012o301,exact,misc,hasaddress,0.0,0.0
o1012o301,exact,misc,haslccn,0.0,0.0
o1012o301,exact,misc,conference,0.0,0.0
o1012o301,exact,misc,hasabstract,0.0,0.0
o1012o301,exact,misc,hastitle,0.0,0.0
o1012o301,exact,misc,hasmonth,0.0,0.0
o1012o301,exact,misc,article,0.0,0.0
o1012o301,exact,misc,hascrossref,0.0,0.0
o1012o301,exact,misc,incollection,0.0,0.0
o1012o301,exact,misc,hasbooktitle,0.0,0.0
o1012o301,exact,misc,haseditor,0.0,0.0
o1012o301,exact,misc,manual,0.0,0.0
o1012o301,exact,misc,hasannotation,0.0,0.0
o1012o301,exact,misc,phdthesis,0.0,0.0
o1012o301,exact,misc,hasurl,0.0,0.0
o1012o301,exact,misc,mastersthesis,0.0,0.0
o1012o301,exact,misc,haspages,0.0,0.0
o1012o301,exact,misc,haseditor,0.0,0.0
o1012o301,exact,misc,entry,0.0,0.0
o1012o301,exact,misc,humancreator,0.0,0.0
o1012o301,exact,misc,booklet,0.0,0.0
o1012o301,exact,misc,hasvolume,0.0,0.0
o1012o301,exact,misc,hascontents,0.0,0.0
o1012o301,exact,misc,article,0.0,0.0
o1012o301,exact,misc,hasschool,0.0,0.0
o1012o301,exact,misc,hasvolume,0.0,0.0
o1012o301,exact,misc,hascontents,0.0,0.0
o1012o301,exact,misc,techreport,0.0,0.0
o1012o301,exact,misc,haskeywords,0.0,0.0
o1012o301,exact,misc,hassize,0.0,0.0
o1012o301,exact,misc,hastitle,0.0,0.0
o1012o301,exact,misc,hasmonth,0.0,0.0
o1012o301,exact,misc,haschapter,0.0,0.0
o1012o301,exact,misc,book,0.0,0.0
o1012o301,exact,misc,mastersthesis,0.0,0.0
o1012o301,exact,misc,unpublished,0.0,0.0
o1012o301,exact,misc,haspages,0.0,0.0
o1012o301,exact,misc,hasnote,0.0,0.0
o1012o301,exact,misc,hasedition,0.0,0.0
o1012o301,exact,misc,pageand/orchapterdata,0.0,0.0
o1012o301,exact,misc,hasschool,0.0,0.0
o1012o301,exact,misc,hasbooktitle,0.0,0.0
o1012o301,exact,misc,hasaffiliation,0.0,0.0
o1012o301,exact,misc,incollection,0.0,0.0
o1012o301,exact,misc,hasabstract,0.0,0.0
o1012o301,exact,misc,haspublisher,0.0,0.0
o1012o301,exact,misc,entry,0.0,0.0
o1012o301,exact,author,hasyear,0.0,0.0
o1012o301,exact,author,misc,0.0,0.0
o1012o301,exact,author,hasnote,0.0,0.0
o1012o301,exact,author,hasmrnumber,0.0,0.0
o1012o301,exact,author,hasissn,0.0,0.0
o1012o301,exact,author,haskey,0.0,0.0
o1012o301,exact,author,hasseries,0.0,0.0
o1012o301,exact,author,pagechapterdata,0.0,0.0
o1012o301,exact,author,hasnumber,0.0,0.0
o1012o301,exact,author,manual,0.0,0.0
o1012o301,exact,author,hasseries,0.0,0.0
o1012o301,exact,author,hasurl,0.0,0.0
o1012o301,exact,author,misc,0.0,0.0
o1012o301,exact,author,hasyear,0.0,0.0
o1012o301,exact,author,unpublished,0.0,0.0
o1012o301,exact,author,howpublished,0.0,0.0
o1012o301,exact,author,hasannotation,0.0,0.0
o1012o301,exact,author,haslocation,0.0,0.0
o1012o301,exact,author,book,0.0,0.0
o1012o301,exact,author,haskey,0.0,0.0
o1012o301,exact,author,techreport,0.0,0.0
o1012o301,exact,author,proceedings,0.0,0.0
o1012o301,exact,author,hasnumber,0.0,0.0
o1012o301,exact,author,hasprice,0.0,0.0
o1012o301,exact,author,hasinstitution,0.0,0.0
o1012o301,exact,author,hasaddress,0.0,0.0
o1012o301,exact,author,inproceedings,0.0,0.0
o1012o301,exact,author,hasjournal,0.0,0.0
o1012o301,exact,author,haspublisher,0.0,0.0
o1012o301,exact,author,hasisbn,0.0,0.0
o1012o301,exact,author,proceedings,0.0,0.0
o1012o301,exact,author,booklet,0.0,0.0
o1012o301,exact,author,hasorganization,0.0,0.0
o1012o301,exact,author,hascopyright,0.0,0.0
o1012o301,exact,author,hasedition,0.0,0.0
o1012o301,exact,author,inbook,0.0,0.0
o1012o301,exact,author,phdthesis,0.0,0.0
o1012o301,exact,author,haslanguage,0.0,0.0
o1012o301,exact,author,haskeywords,0.0,0.0
o1012o301,exact,author,hascopyright,0.0,0.0
o1012o301,exact,author,hasaffiliation,0.0,0.0
o1012o301,exact,author,hasinstitution,0.0,0.0
o1012o301,exact,author,hassize,0.0,0.0
o1012o301,exact,author,humancreator,0.0,0.0
o1012o301,exact,author,haslccn,0.0,0.0
o1012o301,exact,author,howpublished,0.0,0.0
o1012o301,exact,author,hasorganization,0.0,0.0
o1012o301,exact,author,hasisbn,0.0,0.0
o1012o301,exact,author,hasjournal,0.0,0.0
o1012o301,exact,author,hasissn,0.0,0.0
o1012o301,exact,author,hasprice,0.0,0.0
o1012o301,exact,author,haslocation,0.0,0.0
o1012o301,exact,author,hasauthortest,0.0,0.0
o1012o301,exact,author,inproceedings,0.0,0.0
o1012o301,exact,author,hasmrnumber,0.0,0.0
o1012o301,exact,author,inbook,0.0,0.0
o1012o301,exact,author,hastype,0.0,0.0
o1012o301,exact,author,hasauthor,1.0,1.0
o1012o301,exact,author,hastype,0.0,0.0
o1012o301,exact,author,haschapter,0.0,0.0
o1012o301,exact,author,hasauthor,0.0,0.0
o1012o301,exact,author,hasaddress,0.0,0.0
o1012o301,exact,author,haslccn,0.0,0.0
o1012o301,exact,author,conference,0.0,0.0
o1012o301,exact,author,hasabstract,0.0,0.0
o1012o301,exact,author,hastitle,0.0,0.0
o1012o301,exact,author,hasmonth,0.0,0.0
o1012o301,exact,author,article,0.0,0.0
o1012o301,exact,author,hascrossref,0.0,0.0
o1012o301,exact,author,incollection,0.0,0.0
o1012o301,exact,author,hasbooktitle,0.0,0.0
o1012o301,exact,author,haseditor,0.0,0.0
o1012o301,exact,author,manual,0.0,0.0
o1012o301,exact,author,hasannotation,0.0,0.0
o1012o301,exact,author,phdthesis,0.0,0.0
o1012o301,exact,author,hasurl,0.0,0.0
o1012o301,exact,author,mastersthesis,0.0,0.0
o1012o301,exact,author,haspages,0.0,0.0
o1012o301,exact,author,haseditor,0.0,0.0
o1012o301,exact,author,entry,0.0,0.0
o1012o301,exact,author,humancreator,0.0,0.0
o1012o301,exact,author,booklet,0.0,0.0
o1012o301,exact,author,hasvolume,0.0,0.0
o1012o301,exact,author,hascontents,0.0,0.0
o1012o301,exact,author,article,0.0,0.0
o1012o301,exact,author,hasschool,0.0,0.0
o1012o301,exact,author,hasvolume,0.0,0.0
o1012o301,exact,author,hascontents,0.0,0.0
o1012o301,exact,author,techreport,0.0,0.0
o1012o301,exact,author,haskeywords,0.0,0.0
o1012o301,exact,author,hassize,0.0,0.0
o1012o301,exact,author,hastitle,0.0,0.0
o1012o301,exact,author,hasmonth,0.0,0.0
o1012o301,exact,author,haschapter,0.0,0.0
o1012o301,exact,author,book,0.0,0.0
o1012o301,exact,author,mastersthesis,0.0,0.0
o1012o301,exact,author,unpublished,0.0,0.0
o1012o301,exact,author,haspages,0.0,0.0
o1012o301,exact,author,hasnote,0.0,0.0
o1012o301,exact,author,hasedition,0.0,0.0
o1012o301,exact,author,pageand/orchapterdata,0.0,0.0
o1012o301,exact,author,hasschool,0.0,0.0
o1012o301,exact,author,hasbooktitle,0.0,0.0
o1012o301,exact,author,hasaffiliation,0.0,0.0
o1012o301,exact,author,incollection,0.0,0.0
o1012o301,exact,author,hasabstract,0.0,0.0
o1012o301,exact,author,haspublisher,0.0,0.0
o1012o301,exact,author,entry,0.0,0.0
o1012o301,exact,contract,hasyear,0.0,0.0
o1012o301,exact,contract,misc,0.0,0.0
o1012o301,exact,contract,hasnote,0.0,0.0
o1012o301,exact,contract,hasmrnumber,0.0,0.0
o1012o301,exact,contract,hasissn,0.0,0.0
o1012o301,exact,contract,haskey,0.0,0.0
o1012o301,exact,contract,hasseries,0.0,0.0
o1012o301,exact,contract,pagechapterdata,0.0,0.0
o1012o301,exact,contract,hasnumber,0.0,0.0
o1012o301,exact,contract,manual,0.0,0.0
o1012o301,exact,contract,hasseries,0.0,0.0
o1012o301,exact,contract,hasurl,0.0,0.0
o1012o301,exact,contract,misc,0.0,0.0
o1012o301,exact,contract,hasyear,0.0,0.0
o1012o301,exact,contract,unpublished,0.0,0.0
o1012o301,exact,contract,howpublished,0.0,0.0
o1012o301,exact,contract,hasannotation,0.0,0.0
o1012o301,exact,contract,haslocation,0.0,0.0
o1012o301,exact,contract,book,0.0,0.0
o1012o301,exact,contract,haskey,0.0,0.0
o1012o301,exact,contract,techreport,0.0,0.0
o1012o301,exact,contract,proceedings,0.0,0.0
o1012o301,exact,contract,hasnumber,0.0,0.0
o1012o301,exact,contract,hasprice,0.0,0.0
o1012o301,exact,contract,hasinstitution,0.0,0.0
o1012o301,exact,contract,hasaddress,0.0,0.0
o1012o301,exact,contract,inproceedings,0.0,0.0
o1012o301,exact,contract,hasjournal,0.0,0.0
o1012o301,exact,contract,haspublisher,0.0,0.0
o1012o301,exact,contract,hasisbn,0.0,0.0
o1012o301,exact,contract,proceedings,0.0,0.0
o1012o301,exact,contract,booklet,0.0,0.0
o1012o301,exact,contract,hasorganization,0.0,0.0
o1012o301,exact,contract,hascopyright,0.0,0.0
o1012o301,exact,contract,hasedition,0.0,0.0
o1012o301,exact,contract,inbook,0.0,0.0
o1012o301,exact,contract,phdthesis,0.0,0.0
o1012o301,exact,contract,haslanguage,0.0,0.0
o1012o301,exact,contract,haskeywords,0.0,0.0
o1012o301,exact,contract,hascopyright,0.0,0.0
o1012o301,exact,contract,hasaffiliation,0.0,0.0
o1012o301,exact,contract,hasinstitution,0.0,0.0
o1012o301,exact,contract,hassize,0.0,0.0
o1012o301,exact,contract,humancreator,0.0,0.0
o1012o301,exact,contract,haslccn,0.0,0.0
o1012o301,exact,contract,howpublished,0.0,0.0
o1012o301,exact,contract,hasorganization,0.0,0.0
o1012o301,exact,contract,hasisbn,0.0,0.0
o1012o301,exact,contract,hasjournal,0.0,0.0
o1012o301,exact,contract,hasissn,0.0,0.0
o1012o301,exact,contract,hasprice,0.0,0.0
o1012o301,exact,contract,haslocation,0.0,0.0
o1012o301,exact,contract,hasauthortest,0.0,0.0
o1012o301,exact,contract,inproceedings,0.0,0.0
o1012o301,exact,contract,hasmrnumber,0.0,0.0
o1012o301,exact,contract,inbook,0.0,0.0
o1012o301,exact,contract,hastype,0.0,0.0
o1012o301,exact,contract,hasauthor,0.0,0.0
o1012o301,exact,contract,hastype,0.0,0.0
o1012o301,exact,contract,haschapter,0.0,0.0
o1012o301,exact,contract,hasauthor,0.0,0.0
o1012o301,exact,contract,hasaddress,0.0,0.0
o1012o301,exact,contract,haslccn,0.0,0.0
o1012o301,exact,contract,conference,0.0,0.0
o1012o301,exact,contract,hasabstract,0.0,0.0
o1012o301,exact,contract,hastitle,0.0,0.0
o1012o301,exact,contract,hasmonth,0.0,0.0
o1012o301,exact,contract,article,0.0,0.0
o1012o301,exact,contract,hascrossref,0.0,0.0
o1012o301,exact,contract,incollection,0.0,0.0
o1012o301,exact,contract,hasbooktitle,0.0,0.0
o1012o301,exact,contract,haseditor,0.0,0.0
o1012o301,exact,contract,manual,0.0,0.0
o1012o301,exact,contract,hasannotation,0.0,0.0
o1012o301,exact,contract,phdthesis,0.0,0.0
o1012o301,exact,contract,hasurl,0.0,0.0
o1012o301,exact,contract,mastersthesis,0.0,0.0
o1012o301,exact,contract,haspages,0.0,0.0
o1012o301,exact,contract,haseditor,0.0,0.0
o1012o301,exact,contract,entry,0.0,0.0
o1012o301,exact,contract,humancreator,0.0,0.0
o1012o301,exact,contract,booklet,0.0,0.0
o1012o301,exact,contract,hasvolume,0.0,0.0
o1012o301,exact,contract,hascontents,0.0,0.0
o1012o301,exact,contract,article,0.0,0.0
o1012o301,exact,contract,hasschool,0.0,0.0
o1012o301,exact,contract,hasvolume,0.0,0.0
o1012o301,exact,contract,hascontents,0.0,0.0
o1012o301,exact,contract,techreport,0.0,0.0
o1012o301,exact,contract,haskeywords,0.0,0.0
o1012o301,exact,contract,hassize,0.0,0.0
o1012o301,exact,contract,hastitle,0.0,0.0
o1012o301,exact,contract,hasmonth,0.0,0.0
o1012o301,exact,contract,haschapter,0.0,0.0
o1012o301,exact,contract,book,0.0,0.0
o1012o301,exact,contract,mastersthesis,0.0,0.0
o1012o301,exact,contract,unpublished,0.0,0.0
o1012o301,exact,contract,haspages,0.0,0.0
o1012o301,exact,contract,hasnote,0.0,0.0
o1012o301,exact,contract,hasedition,0.0,0.0
o1012o301,exact,contract,pageand/orchapterdata,0.0,0.0
o1012o301,exact,contract,hasschool,0.0,0.0
o1012o301,exact,contract,hasbooktitle,0.0,0.0
o1012o301,exact,contract,hasaffiliation,0.0,0.0
o1012o301,exact,contract,incollection,0.0,0.0
o1012o301,exact,contract,hasabstract,0.0,0.0
o1012o301,exact,contract,haspublisher,0.0,0.0
o1012o301,exact,contract,entry,0.0,0.0
o1012o301,exact,unpublished,hasyear,0.0,0.0
o1012o301,exact,unpublished,misc,0.0,0.0
o1012o301,exact,unpublished,hasnote,0.0,0.0
o1012o301,exact,unpublished,hasmrnumber,0.0,0.0
o1012o301,exact,unpublished,hasissn,0.0,0.0
o1012o301,exact,unpublished,haskey,0.0,0.0
o1012o301,exact,unpublished,hasseries,0.0,0.0
o1012o301,exact,unpublished,pagechapterdata,0.0,0.0
o1012o301,exact,unpublished,hasnumber,0.0,0.0
o1012o301,exact,unpublished,manual,0.0,0.0
o1012o301,exact,unpublished,hasseries,0.0,0.0
o1012o301,exact,unpublished,hasurl,0.0,0.0
o1012o301,exact,unpublished,misc,0.0,0.0
o1012o301,exact,unpublished,hasyear,0.0,0.0
o1012o301,exact,unpublished,unpublished,0.0,0.0
o1012o301,exact,unpublished,howpublished,0.0,0.0
o1012o301,exact,unpublished,hasannotation,0.0,0.0
o1012o301,exact,unpublished,haslocation,0.0,0.0
o1012o301,exact,unpublished,book,0.0,0.0
o1012o301,exact,unpublished,haskey,0.0,0.0
o1012o301,exact,unpublished,techreport,0.0,0.0
o1012o301,exact,unpublished,proceedings,0.0,0.0
o1012o301,exact,unpublished,hasnumber,0.0,0.0
o1012o301,exact,unpublished,hasprice,0.0,0.0
o1012o301,exact,unpublished,hasinstitution,0.0,0.0
o1012o301,exact,unpublished,hasaddress,0.0,0.0
o1012o301,exact,unpublished,inproceedings,0.0,0.0
o1012o301,exact,unpublished,hasjournal,0.0,0.0
o1012o301,exact,unpublished,haspublisher,0.0,0.0
o1012o301,exact,unpublished,hasisbn,0.0,0.0
o1012o301,exact,unpublished,proceedings,0.0,0.0
o1012o301,exact,unpublished,booklet,0.0,0.0
o1012o301,exact,unpublished,hasorganization,0.0,0.0
o1012o301,exact,unpublished,hascopyright,0.0,0.0
o1012o301,exact,unpublished,hasedition,0.0,0.0
o1012o301,exact,unpublished,inbook,0.0,0.0
o1012o301,exact,unpublished,phdthesis,0.0,0.0
o1012o301,exact,unpublished,haslanguage,0.0,0.0
o1012o301,exact,unpublished,haskeywords,0.0,0.0
o1012o301,exact,unpublished,hascopyright,0.0,0.0
o1012o301,exact,unpublished,hasaffiliation,0.0,0.0
o1012o301,exact,unpublished,hasinstitution,0.0,0.0
o1012o301,exact,unpublished,hassize,0.0,0.0
o1012o301,exact,unpublished,humancreator,0.0,0.0
o1012o301,exact,unpublished,haslccn,0.0,0.0
o1012o301,exact,unpublished,howpublished,0.0,0.0
o1012o301,exact,unpublished,hasorganization,0.0,0.0
o1012o301,exact,unpublished,hasisbn,0.0,0.0
o1012o301,exact,unpublished,hasjournal,0.0,0.0
o1012o301,exact,unpublished,hasissn,0.0,0.0
o1012o301,exact,unpublished,hasprice,0.0,0.0
o1012o301,exact,unpublished,haslocation,0.0,0.0
o1012o301,exact,unpublished,hasauthortest,0.0,0.0
o1012o301,exact,unpublished,inproceedings,0.0,0.0
o1012o301,exact,unpublished,hasmrnumber,0.0,0.0
o1012o301,exact,unpublished,inbook,0.0,0.0
o1012o301,exact,unpublished,hastype,0.0,0.0
o1012o301,exact,unpublished,hasauthor,0.0,0.0
o1012o301,exact,unpublished,hastype,0.0,0.0
o1012o301,exact,unpublished,haschapter,0.0,0.0
o1012o301,exact,unpublished,hasauthor,0.0,0.0
o1012o301,exact,unpublished,hasaddress,0.0,0.0
o1012o301,exact,unpublished,haslccn,0.0,0.0
o1012o301,exact,unpublished,conference,0.0,0.0
o1012o301,exact,unpublished,hasabstract,0.0,0.0
o1012o301,exact,unpublished,hastitle,0.0,0.0
o1012o301,exact,unpublished,hasmonth,0.0,0.0
o1012o301,exact,unpublished,article,0.0,0.0
o1012o301,exact,unpublished,hascrossref,0.0,0.0
o1012o301,exact,unpublished,incollection,0.0,0.0
o1012o301,exact,unpublished,hasbooktitle,0.0,0.0
o1012o301,exact,unpublished,haseditor,0.0,0.0
o1012o301,exact,unpublished,manual,0.0,0.0
o1012o301,exact,unpublished,hasannotation,0.0,0.0
o1012o301,exact,unpublished,phdthesis,0.0,0.0
o1012o301,exact,unpublished,hasurl,0.0,0.0
o1012o301,exact,unpublished,mastersthesis,0.0,0.0
o1012o301,exact,unpublished,haspages,0.0,0.0
o1012o301,exact,unpublished,haseditor,0.0,0.0
o1012o301,exact,unpublished,entry,0.0,0.0
o1012o301,exact,unpublished,humancreator,0.0,0.0
o1012o301,exact,unpublished,booklet,0.0,0.0
o1012o301,exact,unpublished,hasvolume,0.0,0.0
o1012o301,exact,unpublished,hascontents,0.0,0.0
o1012o301,exact,unpublished,article,0.0,0.0
o1012o301,exact,unpublished,hasschool,0.0,0.0
o1012o301,exact,unpublished,hasvolume,0.0,0.0
o1012o301,exact,unpublished,hascontents,0.0,0.0
o1012o301,exact,unpublished,techreport,0.0,0.0
o1012o301,exact,unpublished,haskeywords,0.0,0.0
o1012o301,exact,unpublished,hassize,0.0,0.0
o1012o301,exact,unpublished,hastitle,0.0,0.0
o1012o301,exact,unpublished,hasmonth,0.0,0.0
o1012o301,exact,unpublished,haschapter,0.0,0.0
o1012o301,exact,unpublished,book,0.0,0.0
o1012o301,exact,unpublished,mastersthesis,0.0,0.0
o1012o301,exact,unpublished,unpublished,0.0,0.0
o1012o301,exact,unpublished,haspages,0.0,0.0
o1012o301,exact,unpublished,hasnote,0.0,0.0
o1012o301,exact,unpublished,hasedition,0.0,0.0
o1012o301,exact,unpublished,pageand/orchapterdata,0.0,0.0
o1012o301,exact,unpublished,hasschool,0.0,0.0
o1012o301,exact,unpublished,hasbooktitle,0.0,0.0
o1012o301,exact,unpublished,hasaffiliation,0.0,0.0
o1012o301,exact,unpublished,incollection,0.0,0.0
o1012o301,exact,unpublished,hasabstract,0.0,0.0
o1012o301,exact,unpublished,haspublisher,0.0,0.0
o1012o301,exact,unpublished,entry,0.0,0.0
o1012o301,exact,academic,hasyear,0.0,0.0
o1012o301,exact,academic,misc,0.0,0.0
o1012o301,exact,academic,hasnote,0.0,0.0
o1012o301,exact,academic,hasmrnumber,0.0,0.0
o1012o301,exact,academic,hasissn,0.0,0.0
o1012o301,exact,academic,haskey,0.0,0.0
o1012o301,exact,academic,hasseries,0.0,0.0
o1012o301,exact,academic,pagechapterdata,0.0,0.0
o1012o301,exact,academic,hasnumber,0.0,0.0
o1012o301,exact,academic,manual,0.0,0.0
o1012o301,exact,academic,hasseries,0.0,0.0
o1012o301,exact,academic,hasurl,0.0,0.0
o1012o301,exact,academic,misc,0.0,0.0
o1012o301,exact,academic,hasyear,0.0,0.0
o1012o301,exact,academic,unpublished,0.0,0.0
o1012o301,exact,academic,howpublished,0.0,0.0
o1012o301,exact,academic,hasannotation,0.0,0.0
o1012o301,exact,academic,haslocation,0.0,0.0
o1012o301,exact,academic,book,0.0,0.0
o1012o301,exact,academic,haskey,0.0,0.0
o1012o301,exact,academic,techreport,0.0,0.0
o1012o301,exact,academic,proceedings,0.0,0.0
o1012o301,exact,academic,hasnumber,0.0,0.0
o1012o301,exact,academic,hasprice,0.0,0.0
o1012o301,exact,academic,hasinstitution,0.0,0.0
o1012o301,exact,academic,hasaddress,0.0,0.0
o1012o301,exact,academic,inproceedings,0.0,0.0
o1012o301,exact,academic,hasjournal,0.0,0.0
o1012o301,exact,academic,haspublisher,0.0,0.0
o1012o301,exact,academic,hasisbn,0.0,0.0
o1012o301,exact,academic,proceedings,0.0,0.0
o1012o301,exact,academic,booklet,0.0,0.0
o1012o301,exact,academic,hasorganization,0.0,0.0
o1012o301,exact,academic,hascopyright,0.0,0.0
o1012o301,exact,academic,hasedition,0.0,0.0
o1012o301,exact,academic,inbook,0.0,0.0
o1012o301,exact,academic,phdthesis,0.0,0.0
o1012o301,exact,academic,haslanguage,0.0,0.0
o1012o301,exact,academic,haskeywords,0.0,0.0
o1012o301,exact,academic,hascopyright,0.0,0.0
o1012o301,exact,academic,hasaffiliation,0.0,0.0
o1012o301,exact,academic,hasinstitution,0.0,0.0
o1012o301,exact,academic,hassize,0.0,0.0
o1012o301,exact,academic,humancreator,0.0,0.0
o1012o301,exact,academic,haslccn,0.0,0.0
o1012o301,exact,academic,howpublished,0.0,0.0
o1012o301,exact,academic,hasorganization,0.0,0.0
o1012o301,exact,academic,hasisbn,0.0,0.0
o1012o301,exact,academic,hasjournal,0.0,0.0
o1012o301,exact,academic,hasissn,0.0,0.0
o1012o301,exact,academic,hasprice,0.0,0.0
o1012o301,exact,academic,haslocation,0.0,0.0
o1012o301,exact,academic,hasauthortest,0.0,0.0
o1012o301,exact,academic,inproceedings,0.0,0.0
o1012o301,exact,academic,hasmrnumber,0.0,0.0
o1012o301,exact,academic,inbook,0.0,0.0
o1012o301,exact,academic,hastype,0.0,0.0
o1012o301,exact,academic,hasauthor,0.0,0.0
o1012o301,exact,academic,hastype,0.0,0.0
o1012o301,exact,academic,haschapter,0.0,0.0
o1012o301,exact,academic,hasauthor,0.0,0.0
